chr1,4639,4764
chr1,227142,227471
chr1,227612,228000
chr1,305426,305583
chr1,315232,315588
chr1,326874,327070
chr1,353136,353321
chr1,511714,511851
chr1,512548,512685
chr1,513344,513518
chr1,514886,515157
chr1,526498,526612
chr1,750707,750813
chr1,786362,786620
chr1,786887,787061
chr1,787322,787447
chr1,899317,899407
chr1,901199,901638
chr1,1116043,1116130
chr1,1131186,1131293
chr1,1172175,1172433
chr1,1502253,1502368
chr1,1536672,1537052
chr1,1541438,1541728
chr1,1854133,1854607
chr1,1865749,1865914
chr1,1957664,1957751
chr1,1969266,1969622
chr1,2132118,2132202
chr1,2248455,2248801
chr1,2566818,2566974
chr1,3035968,3036304
chr1,3284377,3284630
chr1,3450675,3450743
chr1,3673418,3673541
chr1,3674804,3675103
chr1,3678756,3678879
chr1,3732124,3732318
chr1,3746160,3746354
chr1,4111399,4111669
chr1,4164935,4165184
chr1,4180766,4181094
chr1,4193521,4193783
chr1,4249405,4249654
chr1,4418787,4419134
chr1,4455599,4455987
chr1,4475669,4475986
chr1,4674559,4674920
chr1,4705610,4705939
chr1,4754895,4755198
chr1,5189370,5189674
chr1,5379545,5379817
chr1,5603655,5603794
chr1,5660622,5660782
chr1,5759550,5759674
chr1,5941738,5942001
chr1,6037739,6038068
chr1,6264141,6264387
chr1,6347576,6347794
chr1,6354859,6355062
chr1,6578391,6578694
chr1,6648898,6649169
chr1,6658432,6658543
chr1,6779673,6780002
chr1,6865076,6865347
chr1,6947467,6947826
chr1,7018693,7019022
chr1,7074184,7074336
chr1,7109990,7110103
chr1,7146002,7146330
chr1,7187861,7188190
chr1,7189615,7189740
chr1,7214863,7215096
chr1,7295584,7295913
chr1,7401135,7401284
chr1,7426542,7426930
chr1,7427506,7427631
chr1,7696059,7696447
chr1,7836714,7836839
chr1,7860531,7860822
chr1,7911560,7911734
chr1,8001566,8001895
chr1,8047803,8048033
chr1,8074419,8074690
chr1,8082670,8082835
chr1,8096705,8096879
chr1,8123613,8123740
chr1,8214136,8214303
chr1,8591048,8591162
chr1,8591423,8591615
chr1,8620735,8620791
chr1,8905977,8906132
chr1,8906771,8906945
chr1,8950656,8950919
chr1,9003250,9003478
chr1,9245945,9246248
chr1,9255966,9256033
chr1,9418858,9418964
chr1,9442424,9442493
chr1,9545577,9545620
chr1,9555605,9555710
chr1,9561839,9561951
chr1,9670342,9670472
chr1,9874268,9874378
chr1,10012704,10012991
chr1,10283946,10284275
chr1,10318502,10318918
chr1,10321487,10321881
chr1,10322911,10323027
chr1,10358890,10359219
chr1,10413988,10414376
chr1,10421787,10422144
chr1,10475898,10476227
chr1,10569725,10569899
chr1,10705071,10705208
chr1,11026317,11026646
chr1,11050060,11050197
chr1,11069925,11070188
chr1,11105349,11105646
chr1,11179579,11179869
chr1,11179991,11180283
chr1,11216068,11216397
chr1,11268272,11268543
chr1,11357891,11358046
chr1,11358396,11358659
chr1,11425478,11425603
chr1,11454131,11454265
chr1,11473791,11474060
chr1,11502835,11503223
chr1,11503345,11503482
chr1,12008599,12008744
chr1,12008850,12009236
chr1,12151100,12151487
chr1,12189756,12189930
chr1,12390484,12390813
chr1,12450577,12450906
chr1,12452487,12452816
chr1,12457072,12457322
chr1,12502275,12502602
chr1,12505167,12505494
chr1,12638789,12639057
chr1,12639318,12639647
chr1,12646809,12647079
chr1,12647224,12647328
chr1,12647443,12647696
chr1,12729427,12729756
chr1,12781572,12781685
chr1,12782387,12782546
chr1,12795523,12795799
chr1,12880834,12881106
chr1,12921223,12921337
chr1,12921463,12921622
chr1,12934152,12934420
chr1,12934585,12934710
chr1,12934827,12935040
chr1,13051087,13051416
chr1,13076463,13076734
chr1,13204297,13204626
chr1,13241964,13242108
chr1,13457661,13457932
chr1,13675909,13676238
chr1,13692874,13693203
chr1,13751737,13751910
chr1,13863352,13863489
chr1,13976975,13977233
chr1,14085044,14085218
chr1,14123025,14123185
chr1,14123456,14123727
chr1,14219899,14220067
chr1,14220425,14220809
chr1,14328770,14328856
chr1,14401497,14401759
chr1,14405289,14405560
chr1,14474253,14474524
chr1,14530241,14530375
chr1,14535583,14535853
chr1,14579687,14579812
chr1,14679326,14679655
chr1,14732563,14732834
chr1,14871610,14871783
chr1,15209884,15210153
chr1,15395061,15395068
chr1,15407317,15407646
chr1,15450197,15450369
chr1,15815541,15815930
chr1,15816505,15816630
chr1,15838769,15839116
chr1,15884240,15884414
chr1,16274182,16274356
chr1,16332947,16333276
chr1,16398989,16399333
chr1,16399454,16399646
chr1,16414463,16414752
chr1,16698506,16698835
chr1,16706933,16707082
chr1,16829787,16829949
chr1,16835845,16835983
chr1,17234131,17234256
chr1,17538861,17539035
chr1,18000750,18001079
chr1,18023156,18023427
chr1,18077940,18078210
chr1,18176977,18177152
chr1,18402118,18402389
chr1,18574973,18575226
chr1,18648217,18648341
